Gene,p7_1,p7_2,p7_3,p14_1,p14_2,p14_3,p60_1,p60_2,p60_3,
Adgrf4,5.685953715,5.540872732,5.736270951,6.162925085,6.256089098,5.918448384,6.640767565,6.46595144,6.863256205,
Adgrg1,13.02980722,12.95242986,13.28629922,11.82977125,11.80251935,11.67889498,10.81835053,11.183266,10.88363694,
Adgrg2,6.732295346,6.176316041,5.928071159,4.924342624,5.3996943,5.203988695,4.902358844,5.308895091,4.982917155,
Adgrg3,6.024018576,5.740430125,5.589360288,5.034786019,5.122601165,5.291197604,4.628545518,4.693849087,4.645639408,
Adgrg6,9.685210006,9.391860524,9.002022929,7.914717568,7.707679065,7.59722953,7.167714117,7.57979939,7.711290049,
Adgrl2,11.98981804,11.80607638,11.50310926,10.9165082,11.03890842,10.73353507,10.17868075,10.39848133,10.39739556,
Adi1,9.631426379,9.68441092,9.519884052,10.05523012,10.07216633,10.24021894,10.67917734,10.56578458,10.92734426,
Adipoq,4.569162384,4.850183503,4.732107496,5.179093247,5.762630418,5.762291818,4.342841854,4.323450672,4.443350558,
Adnp,7.703553721,7.470316138,7.838110857,5.672466995,5.429768051,5.842811095,5.166444018,5.476590446,5.616280312,
Adora1,10.99276746,10.94719837,11.35492862,12.42448651,12.37065391,12.62710742,13.44743934,13.71622698,13.72964185,
Adora2a,7.904994557,8.039675323,8.095312534,7.573485804,7.430225929,7.396749003,7.056620211,6.890932124,7.058382164,
Adprhl1,5.772515692,6.300818473,6.194835858,7.198682089,7.512532707,7.38008893,6.977356453,7.46280182,7.165508737,
Adra2b,6.291335872,6.708267382,6.287987717,7.628483038,7.530868457,7.575487948,6.640767565,7.085812398,6.897727867,
Adra2c,10.25347388,10.57226389,10.76387522,9.236490642,9.402458339,9.828487069,8.379277993,8.291625867,8.696616353,
Adrb2,6.465675152,7.102051596,7.09603783,7.936625138,7.785954712,7.88304441,7.783711256,7.547341613,7.156099861,
Adssl1,7.138236275,6.737325744,7.388609435,8.761172141,8.640169942,8.991586471,9.483252248,9.788879006,9.907413482,
Afap1,11.84112773,11.77940606,11.84132955,10.94437367,11.1057187,10.70563001,9.454673774,9.77153179,9.487196342,
Afap1l2,10.32842971,10.39173178,10.72647995,12.08003171,12.12664738,12.15609508,11.70154023,11.76909854,11.80056019,
Aff1,9.484540355,9.54050933,9.580728038,10.33436132,10.12206562,10.07168335,10.46432935,10.93717779,10.89626046,
Aff2,9.151300053,9.018604563,8.955106104,8.385576855,8.455204388,8.457390099,7.376945942,8.545807335,8.124280665,
Aff3,11.34874494,11.35815584,11.33545164,10.72133751,10.92764781,10.5828722,9.693519008,9.928466691,9.892086236,
Afg1l,7.990465612,7.888813471,7.815691472,8.582140557,8.594667022,8.805966046,9.220100476,8.946348591,9.140767362,
Afmid,6.291335872,5.829085667,6.218744269,5.222839151,4.994921327,5.157417326,4.505148894,4.992106598,5.135195632,
Agbl2,6.545088976,6.432777496,6.332229585,7.811756771,7.60770209,7.968735764,9.013493597,8.711621363,8.938468664,
Ager,6.649045069,6.358964477,6.923269765,5.90624332,6.041850141,5.762291818,5.70023731,5.476590446,5.346102975,
Agfg2,9.76310774,9.840043426,9.982534066,10.62467405,10.70052894,10.96300693,11.02919627,10.92624793,10.991499,
Agmo,6.174665482,6.32048216,6.014031034,7.69437348,7.196932023,7.413215705,7.585992557,7.809044907,8.035480777,
Agpat2,6.836034951,6.663500065,6.894690278,6.082889961,5.429768051,6.162826774,6.724751488,6.027859263,6.223026903,
Agrn,13.18067544,12.94368689,13.15023714,12.06896103,12.14523185,12.02243841,11.62455746,11.8776339,11.55467925,
Agtpbp1,11.95175945,12.02549926,11.87858902,12.81816679,12.79739481,12.53427613,12.77431186,13.0285014,13.11875235,
Agtr1a,5.977552029,5.989514628,5.928071159,5.90624332,5.429768051,5.332223242,3.946819592,4.323450672,4.298781957,
Agtr2,7.344011917,6.821012834,6.436851104,6.981980351,6.492541444,6.822107021,5.420515172,6.411497836,6.445346491,
Agtrap,8.482034916,8.428590255,8.70661337,8.82990153,8.828803504,8.991586471,9.844317266,9.699977212,9.606414665,
Ahcyl1,13.06621289,13.11852692,12.85432915,14.30182825,14.07281949,14.11634331,14.18857613,14.29395205,14.42060845,
Ahcyl2,11.47375767,11.49558347,11.22899798,12.28581109,12.32182258,12.32581622,13.07238187,12.84731149,13.12903832,
Ahrr,6.75896688,6.779800405,6.606964122,5.30511618,5.304168265,5.517031959,4.975930952,5.21407975,4.86477231,
Aifm3,9.676669803,9.532415762,9.814469396,11.61569858,11.67530481,11.67509119,13.10778445,13.20439341,12.91829334,
Aim2,7.187705672,7.198333187,7.336848196,5.929705679,5.889928239,5.550623596,5.548713537,5.656414421,5.419957554,
Airn,6.481932942,6.617228705,6.332229585,7.769624456,8.103426676,7.871221118,8.970383032,8.843767062,8.837254107,
Ajap1,8.569631919,8.521606669,8.899545474,9.711945695,9.664100629,9.660763147,10.05089947,9.896817409,9.773906547,
Ajm1,11.99840732,12.23753434,12.81079927,13.38418158,13.34153147,13.53064499,13.05444853,13.38258534,13.32952762,
Ajuba,8.528402913,8.437299492,8.588546107,7.516278667,7.084998862,7.453565666,7.069406245,6.679612505,6.649888335,
Ak1,10.2523251,10.18661503,10.38373314,11.12863931,11.13179867,11.52679779,12.26124865,12.2860635,12.10995124,
Ak2,10.90850374,10.7727377,10.89650268,9.831802547,10.07423719,10.12223401,9.905416199,9.630470277,9.708589383,
Ak4,9.634957502,9.771219889,9.634863323,11.30307728,10.96662536,11.83855925,12.12437348,12.27625982,12.1761439,
Ak7,7.065922843,6.632826131,7.204306905,6.182193312,6.077180899,6.547292738,7.366671796,7.62713986,7.324954016,
Ak8,5.715497399,5.299310689,5.803546522,5.133345086,5.122601165,5.291197604,6.28680807,5.721332054,5.522305252,
Ak9,5.92933418,5.540872732,5.928071159,5.417725796,4.948052738,5.291197604,6.193688181,5.689309986,5.95559848,
Akain1,8.284487321,8.50513619,8.144039707,10.24863992,10.16253095,10.3672023,10.70163807,10.53938466,10.67888035,
Akap13,10.55029341,10.35779193,10.53825571,9.493734653,9.298198482,9.296947733,8.651368841,9.02169585,9.020264716,
Akap5,9.971552954,9.821898643,9.598273503,9.53366888,9.746932458,9.099043016,7.858643246,8.169497695,7.803979135,
Akr1b7,4.307977989,4.773650133,4.505485374,6.309747452,6.517825025,6.577379303,7.270689162,6.44804235,6.716128559,
Alad,9.197419694,9.021500116,9.434545043,9.627240131,9.253189643,9.71777072,10.13132745,10.40524478,10.13751884,
Aldh18a1,11.29676621,11.40654174,11.60151134,10.54167857,10.79646145,10.77756295,9.984162728,9.909560602,9.866648448,
Aldh1a1,9.033117178,9.574408854,9.662230254,12.07266071,11.84133257,12.18431909,12.94168425,12.99751071,13.29750385,
Aldh1b1,8.050053353,7.823714475,7.999228656,6.503610672,6.440518315,6.333604237,6.012949349,6.052378219,5.95559848,
Aldh1l1,12.88224179,12.85544417,13.10341005,11.89112004,12.01197537,12.08684299,11.48085581,11.4441126,11.44153216,
Aldh3a1,5.164693354,5.466009544,5.223174336,5.61380521,5.62056132,5.48242828,6.093494728,5.622588347,5.646007482,
Aldh3b2,5.008974566,4.590723327,4.822187252,5.085345012,5.199167673,4.944524007,4.505148894,4.323450672,4.55346985,
Aldoa,13.11773635,13.12677855,13.57105472,14.63155631,14.60277418,14.99597663,15.48452122,15.23798799,15.19280996,
Aldoa-ps4,5.685953715,6.109365991,6.120391647,6.327012014,6.256089098,6.87108123,6.756965507,6.535317731,6.851573506,
Aldoart1,4.456258511,4.474001429,4.505485374,5.085345012,4.994921327,4.944524007,5.222443067,5.436989641,4.86477231,
Aldoart2,4.569162384,4.320624396,4.505485374,4.981283204,4.898500703,4.659186687,5.04383899,4.856833997,5.181007278,
Aldob,5.41845159,5.38582614,5.665065909,5.222839151,5.3996943,4.88231934,6.309104447,5.977375366,6.022384568,
Aldoc,12.44749642,12.74753963,12.95879377,15.71612142,15.80551953,16.33805377,16.67972746,15.81439989,16.29890977,
Alg13,9.717209089,9.686235799,9.221771832,8.751960509,8.729705651,8.541651703,8.453485326,8.566099647,8.768652563,
Alk,8.162274795,8.062404116,8.202709035,6.488474633,6.768925566,6.621305267,5.735300938,5.897699453,5.95559848,
Alkal2,5.772515692,5.964146159,5.32684085,5.672466995,5.740079269,5.446737061,5.326058067,4.856833997,5.087128098,
Alkbh7,8.703599142,8.612816343,8.988773371,9.216550871,9.276769617,9.886673032,10.02360193,9.687081714,9.754003704,
Allc,4.820378931,4.590723327,4.343081986,4.298206152,4.401737764,4.305706542,3.946819592,3.946819592,3.946819592,
Alms1-ps1,5.063780699,4.590723327,4.628953906,5.085345012,5.235365891,5.48242828,5.107096432,5.353288973,5.455114095,
Alox5,5.8792114,6.396375746,6.909053159,7.084636629,7.271773417,7.337561652,5.834846819,5.841646536,5.455114095,
Alox8,6.328059043,6.358964477,6.624622403,7.044470617,7.025505048,7.320186811,7.638050715,7.875780708,7.422073109,
Aloxe3,7.395301827,7.512359122,7.551691674,8.462943152,8.406636702,8.38871743,8.148437133,7.920709447,8.256701359,
Alpk2,6.000995399,6.132064726,6.265304775,7.936625138,7.734250616,7.912182058,8.676360326,9.593431311,8.935751138,
Alpl,8.09702866,7.676516325,7.910400873,7.641906962,7.117897783,6.918392447,8.389396563,8.142691216,8.345497108,
Als2,11.40771248,11.51316197,11.61288095,12.92946364,12.88801684,12.93253138,13.28098986,13.53218569,13.4401003,
Alx3,5.655667456,5.299310689,5.465727008,6.344056968,5.806528255,6.279078873,4.902358844,5.163166643,4.798659241,
Alyref,10.96569017,11.18897735,10.92978768,10.04647557,10.21790226,10.11601123,9.864369276,9.862820634,9.786019278,
Amd1,8.279974318,8.191692249,7.945220715,8.518351693,8.659633582,8.666290334,9.393250646,9.236782562,9.747824064,
Amelx,4.307977989,5.154490335,4.505485374,4.552486881,4.728435131,4.88231934,3.946819592,3.946819592,3.946819592,
Amhr2,5.063780699,5.101163598,5.276289156,5.486885905,5.515437786,5.842811095,6.119270508,6.44804235,6.126548926,
Amigo1,10.21507241,10.39508225,10.49794042,11.22432618,11.13725568,11.29089471,11.99272518,12.18194253,12.14033541,
Ammecr1,9.083112578,9.16194908,8.3079755,8.36556634,8.328823436,7.734269879,7.407329232,7.522503106,7.549194099,
Amn,7.554007146,7.090935669,7.533448536,6.219905475,6.16152992,7.133576118,5.275531295,5.436989641,5.087128098,
Angpt1,10.90192607,10.99508318,10.08718641,10.07750076,10.01077991,9.823912441,9.336944145,9.056508505,9.385365512,
Angpt4,4.663628088,4.984543098,4.732107496,5.30511618,5.569182843,5.645963618,3.946819592,4.477965382,4.726269941,
Angptl2,9.743615533,9.548557708,9.774518098,8.704996474,8.143538527,8.50013822,9.323834473,8.413167458,8.880294843,
Angptl3,4.456258511,4.474001429,4.628953906,4.924342624,4.661754141,4.659186687,5.222443067,5.163166643,5.307200871,
Angptl4,9.426629153,9.522234472,9.551753179,7.942050032,7.749959341,8.329589742,7.427229243,6.991758551,7.851059598,
Angptl6,7.795196004,7.932681762,7.917432947,8.10561249,8.314849641,8.401077099,9.052174089,9.093296237,8.877465152,
Ank,10.95866463,11.11979141,11.18179013,12.61708757,12.43752127,12.65312187,12.67436877,12.79205264,12.84892107,
Ank1,11.02137019,11.23830652,11.58895523,13.50319002,13.44845557,13.45798004,13.96018353,14.47640612,14.17742981,
Ank2,13.40475533,13.45247724,13.63843188,14.45247445,14.3069074,14.24414424,14.43451907,15.17165556,14.91411053,
Ankdd1a,6.785134601,6.648248565,6.774120926,5.452837559,5.122601165,4.944524007,5.04383899,4.595538721,4.726269941,
Ankfn1,6.024018576,5.576556544,6.332229585,5.30511618,5.235365891,5.248511745,5.802548311,6.295513364,5.703332298,
Ankle1,9.56263737,9.407434558,9.463556437,6.182193312,6.602802947,6.31567495,4.975930952,4.779768568,4.55346985,
Ankrd10,11.60508433,11.54064784,11.28625316,10.80527206,11.04049781,10.57018374,10.50204618,10.46580844,10.27384028,
Ankrd29,9.206943775,9.287510379,8.878144722,9.928909992,9.876006371,9.687871241,10.17576628,10.43308935,10.3130773,
Ankrd33b,7.683126571,7.869593032,8.202709035,8.739585881,8.879466163,8.638738816,9.077395749,9.264337691,9.288620067,
Ankrd34a,8.219976336,8.492658294,8.841754266,10.79411,10.76860136,11.0445478,11.17859841,11.3951278,10.91568007,
Ankrd35,6.745695347,6.632826131,6.951276218,7.95820244,7.770639064,7.92367298,8.010856728,8.241995834,7.76762213,
Ankrd40,11.36584019,11.51572907,11.57074689,12.610952,12.50795091,12.64903404,13.32027847,13.31311764,13.30882599,
Ankrd44,10.87082734,10.98992253,10.63702785,10.16906825,10.28738179,9.871975924,8.8656764,9.000992942,9.147827571,
Ankrd66,5.715497399,5.540872732,5.736270951,5.034786019,4.789397855,5.409872943,5.420515172,5.395934392,5.522305252,
Ankrd9,7.168125729,7.426991229,7.838110857,8.443988575,8.346101614,9.037118511,9.264691454,8.91506994,9.085457846,
Anks1b,11.7898004,12.00188976,11.80497164,13.1916339,13.21646774,13.11377835,12.94232737,13.26683605,13.23731753,
Ankub1,5.008974566,5.101163598,5.276289156,5.264789146,5.62056132,5.332223242,6.217588257,6.753689122,6.106372538,
Ano3,7.128130526,7.298131685,6.709666496,9.307329307,9.119127673,8.994305049,10.45233768,10.84484296,10.73305363,
Anp32b,11.96899269,11.95423625,12.23559134,10.97764321,11.17392232,10.6061444,10.81367147,10.68636897,10.659264,
Anp32e,13.65146402,13.65537605,13.20277555,12.39597745,12.40519477,12.15821601,12.285105,12.25301797,12.31267125,
Antxr2,9.296646094,9.346412846,9.028161853,7.892469378,7.957983486,7.59001915,6.977356453,6.753689122,7.184140194,
Anxa11,7.187705672,6.339861275,6.978732828,7.216823959,6.567028259,7.266744923,8.075034516,7.901626772,7.839434048,
Anxa11os,5.164693354,4.773650133,5.223174336,5.133345086,5.081941746,5.157417326,5.897041016,5.689309986,5.585786893,
Anxa5,9.807590195,9.825214724,9.936726936,10.80453061,10.56573799,10.90788969,11.73260748,11.65598763,11.64678546,
Anxa7,9.882277729,9.885225406,9.795582965,10.66035484,10.60565419,10.7513078,11.48909566,11.29854174,11.42420373,
Aoc2,7.554007146,7.187954284,7.524238501,6.725462313,7.117897783,6.929973861,6.569682018,6.768040067,6.413446333,
Aoc3,6.92086313,6.765786367,7.058014969,7.594359375,6.935881092,7.0514185,6.551319124,6.335298463,6.429490412,
Aox1,6.732295346,6.751629171,6.880177981,7.69437348,7.234848259,7.560806929,8.81407876,8.185344367,8.547867205,
Aox3,5.904521357,5.466009544,5.589360288,6.686500454,6.225314045,6.31567495,6.513835819,6.411497836,6.38077481,
Aox4,5.455497463,5.576556544,5.421343507,4.298206152,4.994921327,4.815017732,4.628545518,4.693849087,4.298781957,
Ap1m2,6.194838397,5.800235406,5.835858312,5.552079221,5.59515262,5.676112896,4.975930952,5.052653307,5.135195632,
Ap1s3,6.823483592,7.0570506,6.589075644,7.402385964,7.356649844,7.072412349,6.040358578,6.275167702,6.000506599,
Ap3m2,10.79712139,10.75198365,10.79082225,11.38272691,11.46455582,11.68353049,12.2711799,12.2970136,12.2580256,
Apaf1,10.30424432,10.23228824,10.01555112,9.374848113,9.319313337,9.148687804,8.424260665,8.736893449,8.489720049,
Apbb1ip,7.820334759,8.028174281,7.97247931,6.916570611,7.034160071,6.577379303,6.435623165,6.44804235,6.347291166,
Apc,13.87669,13.83702853,13.57645714,13.68175165,13.56318938,13.11892104,12.08569798,12.75569278,12.65870546,
Apc2,13.7899998,13.84542013,14.26111695,13.2201294,13.39675962,13.21897413,12.37962282,12.85020552,12.37311957,
Apcdd1,12.26306002,12.14936234,12.13441006,11.87426024,11.71366488,11.75012812,10.30941371,10.38599869,10.10887821,
Apex1,11.31448483,11.33914962,11.45699021,10.23879304,10.45488184,10.45658768,9.964031115,9.750435812,9.8566335,
Aph1c,7.317653661,7.124023402,6.96507186,7.523556605,7.46244902,7.421377958,8.348487464,7.795315551,8.030382346,
Apln,9.128927626,9.041607602,9.164015881,10.0249906,9.889006418,10.29962741,9.289180442,9.821274553,9.585774191,
Aplnr,10.90339037,10.69422744,10.68398817,9.586400834,9.549666779,9.409137179,6.373849679,6.44804235,6.022384568,
Aplp2,14.03785363,14.08083511,14.10414782,15.03860924,14.94610347,15.02178946,15.0572201,15.24926842,15.35425632,
Apoa2,5.115554843,5.343435616,5.276289156,6.06208957,6.193807202,5.966471013,6.067198601,5.689309986,5.978249513,
Apob,4.569162384,4.850183503,4.902921446,4.442542171,4.661754141,3.946819592,3.946819592,3.946819592,4.298781957,
Apoc1,6.024018576,5.93826338,6.495946694,6.488474633,6.111576499,6.894937393,5.956312051,5.622588347,5.810455313,
Apod,10.47252002,10.41612304,10.89206534,12.2046833,11.76679961,12.08652483,13.00933122,12.97116668,13.21341884,
Apof,4.569162384,4.320624396,4.343081986,4.797297984,4.502841779,4.741308563,5.275531295,4.779768568,4.982917155,
Apol7d,6.529572127,6.432777496,6.820568005,6.4576874,5.429768051,6.260397362,5.222443067,5.782956826,5.810455313,
Apol8,5.526132774,4.920025245,5.044477838,5.952742141,5.968146695,6.260397362,8.172092814,8.439813094,8.243555738,
Apon,4.746238033,4.920025245,4.976533522,3.946819592,4.401737764,4.305706542,4.342841854,3.946819592,3.946819592,
Apool,8.672979163,8.786354802,8.445420491,8.091047534,8.127628181,7.974270171,7.829140129,7.563663,7.717660067,
Appbp2os,6.677357109,6.663500065,6.570950586,5.133345086,5.459052027,5.248511745,5.04383899,5.587768348,5.455114095,
Appl2,11.78424792,11.7102658,11.69158669,12.71008523,12.82762545,12.73497424,13.60723873,13.6883129,13.79588572,
Aprt,10.28751864,10.34283295,10.65075192,9.94649547,10.06593583,10.25615111,9.565737487,9.236782562,9.344988319,
Aqp2,3.946819592,4.320624396,4.343081986,4.442542171,4.661754141,4.88231934,4.628545518,5.052653307,4.925893365,
Aqp5,5.008974566,4.920025245,5.549601477,5.264789146,4.898500703,5.002544992,6.455602753,6.354756713,6.065058152,
Aqp6,6.620138285,7.045571493,7.496245091,8.230440016,7.765497137,8.1701506,10.54106824,10.78819078,10.51665765,
Aqp9,6.560431554,6.086265615,6.145678145,6.847945627,6.590981523,6.87108123,6.640767565,7.163244301,7.220680845,
Ar,6.481932942,6.779800405,6.624622403,8.682544035,8.393403188,8.380418177,9.111369814,9.351002068,9.449609818,
Arap2,10.58993732,10.72295031,10.22342052,11.89391096,11.75361753,11.37093187,11.43284619,11.92663722,11.81798787,
Arap3,9.349194468,9.253441958,9.451539243,8.791458574,8.637367798,8.857652205,8.177946277,8.344307637,8.349591553,
Arc,7.065922843,7.102051596,7.730339515,8.157786143,8.235463696,8.488605159,9.662619698,9.852958204,9.460989049,
Arfgef2,10.56609706,10.55339608,10.56860395,11.26099987,11.10976182,11.0909672,11.42856833,11.89735547,11.67961011,
Arfgef3,10.55682178,10.86179698,10.37993504,12.37190695,12.11839376,11.90898418,11.98275625,12.52419884,12.56189186,
Arg2,7.956887051,8.315021191,8.15001581,7.931179605,7.921502818,7.791890522,7.082076982,6.890932124,6.88633175,
Arglu1,13.23183391,13.14976733,12.48782946,12.3888231,12.35200207,11.78270127,11.93659318,12.08699591,11.9330596,
